review_id,game_id,author,hours_played,recommended,helpful_votes,date,review_text
r282,g02,bunicuta_gamer,26.0,True,8,2024-05-06,"l-am luat pentru nepotu-miu si acum ne certam pe rand la PC. e genul de joc care te face sa zici ""inca o runda"" pana la 2 noaptea. dragalas rau, recomand cu incredere"
r283,g11,placement_pain,12.0,False,15,2025-04-10,"My placement matches included two players with 900+ wins and a bot that resigned on move one. The rating system is held together with tape. Great concept, broken ladder."
r284,g19,gigaclub_gang,74.0,True,22,2026-02-14,"Our group has a standing Thursday reservation. The Gigaclub order with the timer at ten seconds remains the hardest thing we have done in any game: three breads, wrong cheese, someone crying with laughter, the fryer on fire. The chaos scales perfectly with player count and the unlockable kitchens keep it fresh. Speedrun Sandwich understands that comedy is timing."
r285,g13,twist_survivor,15.0,True,19,2026-01-15,"Wow. That's the review. (The twist, I mean. Wow.)"
r286,g18,sendhelp_sower,437.2,False,132,2025-08-08,"437 hours played. Not recommended. The devs vanished, the endgame is spreadsheet farming, and my real garden died because I was busy watering fake crops. Last night I set an alarm to harvest turnips that do not exist. I cannot stop playing. Send help."
r287,g10,three_hour_tour,3.0,True,13,2026-06-25,Uninstalled after three hours. Best three hours of my year.
r288,g09,wrong_turn_wanda,14.6,False,11,2025-06-02,"No waypoints, no map pins, no fast travel for the first ten hours. I don't have the patience I had at nineteen. Beautiful game, but I bounced off hard."
r289,g11,engine_spotter,42.0,False,28,2023-09-25,"Obvious engine users in every other lobby. Nobody legitimately finds mate in twelve after four seconds of thinking, five games in a row. The report system does nothing."
r290,g07,credits_2h11m,2.2,False,13,2025-07-19,Credits rolled at 2h11m and the second act clearly wanted more room to breathe. The haunting escalates beautifully and then just resolves. Great concept stretched thin. If they ever add a chapter I'll flip this thumb.
r291,g06,grpe_typo_club,12.0,True,6,2025-08-19,i failed my first twenty runs because i kept typing grpe under pressure. the game does not forgive. i do not learn. 10/10
r292,g15,slurp_hero,12.4,True,3,2023-07-15,"Chill, cheap, and I dream about broth now. Buy it."
r293,g09,inkwing,19.8,True,8,2025-05-12,Stopped mid-boss to stare at the background art. Died. Worth it.
r294,g20,slowburn_sensei,87.5,True,8,2026-06-11,"Not for the impatient, and I do not mean the load times, I mean the design. Missions reward planning three turns deep, and pulling off a perfect echo chain feels like composing music. For thinky players this is essential."
r295,g02,therapy_thistle,41.0,True,22,2023-11-11,my therapist plays this too. we compare builds in session.
r296,g13,again_at_417,36.0,True,11,2025-08-16,"Finished it, immediately started over. It hits so different when you know."
r297,g05,shop_blind_sailor,92.0,True,10,2023-09-09,"Pretend the shop doesn't exist and this is the best naval combat around. Wind actually matters, boarding is chaotic joy, and the sea shanties slap. My crew of four has a standing Tuesday appointment."
r298,g08,moon_magnet,21.0,True,6,2024-01-18,Died 400 times on Gravity Well 7. Regret nothing.
r299,g19,couch_captain,32.6,True,14,2025-05-11,"Four players, one kitchen, ninety seconds, a bread catapult. We screamed so much the neighbors checked on us. Best couch co-op purchase in years, and it is nine euro."
r300,g07,cubicle_cryptid,4.7,True,24,2026-01-20,"I've worked in offices for eleven years and this is the first horror game to understand that the genre was always about us. The haunting escalates through passive-aggressive cell comments, a shared file that is somehow always locked by someone named nobody, and a budget that balances itself if you stop watching. It's still short even with the free chapter, but I laughed, I gasped, and I filed the whole experience under miscellaneous expenses."
